Node1,Node1Property_GroupLabel,Node2,Node2Property_GroupLabel,EdgeProperty_Correlation,EdgeProperty_Arrow_Direction,EdgeProperty_PaperID,EdgeProperty_SampleSize,EdgeProperty_SampleYears,EdgeProperty_SampleCountries,EdgeProperty_SampleIndustries
Job tension,hedonic well-being,Flexi-time work,causes,0,node2-->node1,AR19HRM,13834,2011,United Kingdom,Work and Employment Relations
Overtime,hedonic well-being,Flexi-time work,causes,-0.04,node2-->node1,AR19HRM,13834,2011,United Kingdom,Work and Employment Relations
Part-time work,causes,Flexi-time work,causes,-0.14,noncausal,AR19HRM,13834,2011,United Kingdom,Work and Employment Relations
Temporary work,causes,Flexi-time work,causes,0.01,noncausal,AR19HRM,13834,2011,United Kingdom,Work and Employment Relations
Term-time work,causes,Flexi-time work,causes,0.09,noncausal,AR19HRM,13834,2011,United Kingdom,Work and Employment Relations
Work hours,causes,Flexi-time work,causes,0.1,noncausal,AR19HRM,13834,2011,United Kingdom,Work and Employment Relations
Age,causes,Firm size,causes,0.06,noncausal,AR19HRM,13834,2011,United Kingdom,Work and Employment Relations
Annualized Hours,causes,Firm size,causes,0.03,noncausal,AR19HRM,13834,2011,United Kingdom,Work and Employment Relations
Children,causes,Firm size,causes,-0.03,noncausal,AR19HRM,13834,2011,United Kingdom,Work and Employment Relations
Commuting time,causes,Firm size,causes,0.16,noncausal,AR19HRM,13834,2011,United Kingdom,Work and Employment Relations
Compessed Schedule,causes,Firm size,causes,0.03,noncausal,AR19HRM,13834,2011,United Kingdom,Work and Employment Relations
Education,causes,Firm size,causes,0.17,noncausal,AR19HRM,13834,2011,United Kingdom,Work and Employment Relations
Employer centered FWAs,causes,Firm size,causes,-0.03,noncausal,AR19HRM,13834,2011,United Kingdom,Work and Employment Relations
Emplyee centered FWAs,causes,Firm size,causes,0.06,noncausal,AR19HRM,13834,2011,United Kingdom,Work and Employment Relations
Flexi-time work,causes,Firm size,causes,0.12,noncausal,AR19HRM,13834,2011,United Kingdom,Work and Employment Relations
Gender,causes,Firm size,causes,-0.08,noncausal,AR19HRM,13834,2011,United Kingdom,Work and Employment Relations
Informal flexible work,causes,Firm size,causes,0.04,noncausal,AR19HRM,13834,2011,United Kingdom,Work and Employment Relations
Job security,economic well-being,Firm size,causes,-0.01,node2-->node1,AR19HRM,13834,2011,United Kingdom,Work and Employment Relations
Job sharing,causes,Firm size,causes,-0.05,noncausal,AR19HRM,13834,2011,United Kingdom,Work and Employment Relations
Job Strain,hedonic well-being,Firm size,causes,0.03,node2-->node1,AR19HRM,13834,2011,United Kingdom,Work and Employment Relations
Job tension,hedonic well-being,Firm size,causes,0.07,node2-->node1,AR19HRM,13834,2011,United Kingdom,Work and Employment Relations
Marital status,causes,Firm size,causes,0.07,noncausal,AR19HRM,13834,2011,United Kingdom,Work and Employment Relations
Other flexible work,causes,Firm size,causes,-0.04,noncausal,AR19HRM,13834,2011,United Kingdom,Work and Employment Relations
Overtime,hedonic well-being,Firm size,causes,0.06,node2-->node1,AR19HRM,13834,2011,United Kingdom,Work and Employment Relations
Part-time work,causes,Firm size,causes,-0.18,noncausal,AR19HRM,13834,2011,United Kingdom,Work and Employment Relations
Second job,causes,Firm size,causes,-0.05,noncausal,AR19HRM,13834,2011,United Kingdom,Work and Employment Relations
Temporary work,causes,Firm size,causes,-0.05,noncausal,AR19HRM,13834,2011,United Kingdom,Work and Employment Relations
Term-time work,causes,Firm size,causes,-0.07,noncausal,AR19HRM,13834,2011,United Kingdom,Work and Employment Relations
Unionization,social well-being,Firm size,causes,0.4,node2-->node1,AR19HRM,13834,2011,United Kingdom,Work and Employment Relations
Work from home,causes,Firm size,causes,0.07,noncausal,AR19HRM,13834,2011,United Kingdom,Work and Employment Relations
Work hours,causes,Firm size,causes,0.21,noncausal,AR19HRM,13834,2011,United Kingdom,Work and Employment Relations
Annualized Hours,causes,Emplyee centered FWAs,causes,-0.02,noncausal,AR19HRM,13834,2011,United Kingdom,Work and Employment Relations
Compessed Schedule,causes,Emplyee centered FWAs,causes,0.04,noncausal,AR19HRM,13834,2011,United Kingdom,Work and Employment Relations
Flexi-time work,causes,Emplyee centered FWAs,causes,0.6,noncausal,AR19HRM,13834,2011,United Kingdom,Work and Employment Relations
Informal flexible work,causes,Emplyee centered FWAs,causes,0.7,noncausal,AR19HRM,13834,2011,United Kingdom,Work and Employment Relations
Job sharing,causes,Emplyee centered FWAs,causes,0.02,noncausal,AR19HRM,13834,2011,United Kingdom,Work and Employment Relations
Job Strain,hedonic well-being,Emplyee centered FWAs,causes,0.02,node2-->node1,AR19HRM,13834,2011,United Kingdom,Work and Employment Relations
Job tension,hedonic well-being,Emplyee centered FWAs,causes,-0.02,node2-->node1,AR19HRM,13834,2011,United Kingdom,Work and Employment Relations
Other flexible work,causes,Emplyee centered FWAs,causes,0.38,noncausal,AR19HRM,13834,2011,United Kingdom,Work and Employment Relations
Overtime,hedonic well-being,Emplyee centered FWAs,causes,0.03,node2-->node1,AR19HRM,13834,2011,United Kingdom,Work and Employment Relations
Part-time work,causes,Emplyee centered FWAs,causes,-0.14,noncausal,AR19HRM,13834,2011,United Kingdom,Work and Employment Relations
Temporary work,causes,Emplyee centered FWAs,causes,0.01,noncausal,AR19HRM,13834,2011,United Kingdom,Work and Employment Relations
Term-time work,causes,Emplyee centered FWAs,causes,0.16,noncausal,AR19HRM,13834,2011,United Kingdom,Work and Employment Relations
Work from home,causes,Emplyee centered FWAs,causes,0.42,noncausal,AR19HRM,13834,2011,United Kingdom,Work and Employment Relations
Work hours,causes,Emplyee centered FWAs,causes,0.11,noncausal,AR19HRM,13834,2011,United Kingdom,Work and Employment Relations
Annualized Hours,causes,Employer centered FWAs,causes,0.36,noncausal,AR19HRM,13834,2011,United Kingdom,Work and Employment Relations
Compessed Schedule,causes,Employer centered FWAs,causes,0.41,noncausal,AR19HRM,13834,2011,United Kingdom,Work and Employment Relations
Emplyee centered FWAs,causes,Employer centered FWAs,causes,0.03,noncausal,AR19HRM,13834,2011,United Kingdom,Work and Employment Relations
Flexi-time work,causes,Employer centered FWAs,causes,0.01,noncausal,AR19HRM,13834,2011,United Kingdom,Work and Employment Relations
Informal flexible work,causes,Employer centered FWAs,causes,0,noncausal,AR19HRM,13834,2011,United Kingdom,Work and Employment Relations
Job sharing,causes,Employer centered FWAs,causes,0.44,noncausal,AR19HRM,13834,2011,United Kingdom,Work and Employment Relations
Job Strain,hedonic well-being,Employer centered FWAs,causes,0,node2-->node1,AR19HRM,13834,2011,United Kingdom,Work and Employment Relations
Job tension,hedonic well-being,Employer centered FWAs,causes,-0.04,node2-->node1,AR19HRM,13834,2011,United Kingdom,Work and Employment Relations
Other flexible work,causes,Employer centered FWAs,causes,0.02,noncausal,AR19HRM,13834,2011,United Kingdom,Work and Employment Relations
Overtime,hedonic well-being,Employer centered FWAs,causes,-0.05,node2-->node1,AR19HRM,13834,2011,United Kingdom,Work and Employment Relations
Part-time work,causes,Employer centered FWAs,causes,0.07,noncausal,AR19HRM,13834,2011,United Kingdom,Work and Employment Relations
Temporary work,causes,Employer centered FWAs,causes,0.71,noncausal,AR19HRM,13834,2011,United Kingdom,Work and Employment Relations
Term-time work,causes,Employer centered FWAs,causes,0.04,noncausal,AR19HRM,13834,2011,United Kingdom,Work and Employment Relations
Work from home,causes,Employer centered FWAs,causes,0,noncausal,AR19HRM,13834,2011,United Kingdom,Work and Employment Relations
Work hours,causes,Employer centered FWAs,causes,-0.14,noncausal,AR19HRM,13834,2011,United Kingdom,Work and Employment Relations
Age,causes,Education,causes,-0.12,noncausal,AR19HRM,13834,2011,United Kingdom,Work and Employment Relations
Annualized Hours,causes,Education,causes,0.01,noncausal,AR19HRM,13834,2011,United Kingdom,Work and Employment Relations
Children,causes,Education,causes,0.01,noncausal,AR19HRM,13834,2011,United Kingdom,Work and Employment Relations
Commuting time,causes,Education,causes,0.18,noncausal,AR19HRM,13834,2011,United Kingdom,Work and Employment Relations
Compessed Schedule,causes,Education,causes,0.03,noncausal,AR19HRM,13834,2011,United Kingdom,Work and Employment Relations
Employer centered FWAs,causes,Education,causes,0.04,noncausal,AR19HRM,13834,2011,United Kingdom,Work and Employment Relations
Emplyee centered FWAs,causes,Education,causes,0.14,noncausal,AR19HRM,13834,2011,United Kingdom,Work and Employment Relations
Flexi-time work,causes,Education,causes,0.08,noncausal,AR19HRM,13834,2011,United Kingdom,Work and Employment Relations
Gender,causes,Education,causes,-0.05,noncausal,AR19HRM,13834,2011,United Kingdom,Work and Employment Relations
Informal flexible work,causes,Education,causes,0.06,noncausal,AR19HRM,13834,2011,United Kingdom,Work and Employment Relations
Job sharing,causes,Education,causes,0,noncausal,AR19HRM,13834,2011,United Kingdom,Work and Employment Relations
Job Strain,hedonic well-being,Education,causes,0.07,node2-->node1,AR19HRM,13834,2011,United Kingdom,Work and Employment Relations
Job tension,hedonic well-being,Education,causes,0.1,node2-->node1,AR19HRM,13834,2011,United Kingdom,Work and Employment Relations
Marital status,causes,Education,causes,0.04,noncausal,AR19HRM,13834,2011,United Kingdom,Work and Employment Relations
Other flexible work,causes,Education,causes,0.03,noncausal,AR19HRM,13834,2011,United Kingdom,Work and Employment Relations
Overtime,hedonic well-being,Education,causes,0.15,node2-->node1,AR19HRM,13834,2011,United Kingdom,Work and Employment Relations
Part-time work,causes,Education,causes,-0.16,noncausal,AR19HRM,13834,2011,United Kingdom,Work and Employment Relations
Temporary work,causes,Education,causes,0.03,noncausal,AR19HRM,13834,2011,United Kingdom,Work and Employment Relations
Term-time work,causes,Education,causes,0.05,noncausal,AR19HRM,13834,2011,United Kingdom,Work and Employment Relations
Work from home,causes,Education,causes,0.13,noncausal,AR19HRM,13834,2011,United Kingdom,Work and Employment Relations
Work hours,causes,Education,causes,0.18,noncausal,AR19HRM,13834,2011,United Kingdom,Work and Employment Relations
Job sharing,causes,Compessed Schedule,causes,0,noncausal,AR19HRM,13834,2011,United Kingdom,Work and Employment Relations
Job Strain,hedonic well-being,Compessed Schedule,causes,0.02,node2-->node1,AR19HRM,13834,2011,United Kingdom,Work and Employment Relations
Job tension,hedonic well-being,Compessed Schedule,causes,0.2,node2-->node1,AR19HRM,13834,2011,United Kingdom,Work and Employment Relations
Overtime,hedonic well-being,Compessed Schedule,causes,-0.01,node2-->node1,AR19HRM,13834,2011,United Kingdom,Work and Employment Relations
Part-time work,causes,Compessed Schedule,causes,0.05,noncausal,AR19HRM,13834,2011,United Kingdom,Work and Employment Relations
Temporary work,causes,Compessed Schedule,causes,-0.01,noncausal,AR19HRM,13834,2011,United Kingdom,Work and Employment Relations
Work hours,causes,Compessed Schedule,causes,0.06,noncausal,AR19HRM,13834,2011,United Kingdom,Work and Employment Relations
Annualized Hours,causes,Commuting time,causes,0,noncausal,AR19HRM,13834,2011,United Kingdom,Work and Employment Relations
Children,causes,Commuting time,causes,-0.07,noncausal,AR19HRM,13834,2011,United Kingdom,Work and Employment Relations
Compessed Schedule,causes,Commuting time,causes,0.04,noncausal,AR19HRM,13834,2011,United Kingdom,Work and Employment Relations
Employer centered FWAs,causes,Commuting time,causes,-0.08,noncausal,AR19HRM,13834,2011,United Kingdom,Work and Employment Relations
Emplyee centered FWAs,causes,Commuting time,causes,0.02,noncausal,AR19HRM,13834,2011,United Kingdom,Work and Employment Relations
Flexi-time work,causes,Commuting time,causes,0.06,noncausal,AR19HRM,13834,2011,United Kingdom,Work and Employment Relations
Gender,causes,Commuting time,causes,0.01,noncausal,AR19HRM,13834,2011,United Kingdom,Work and Employment Relations
Informal flexible work,causes,Commuting time,causes,-0.02,noncausal,AR19HRM,13834,2011,United Kingdom,Work and Employment Relations
Job sharing,causes,Commuting time,causes,-0.01,noncausal,AR19HRM,13834,2011,United Kingdom,Work and Employment Relations
Job Strain,hedonic well-being,Commuting time,causes,0.03,node2-->node1,AR19HRM,13834,2011,United Kingdom,Work and Employment Relations
Job tension,hedonic well-being,Commuting time,causes,0.03,node2-->node1,AR19HRM,13834,2011,United Kingdom,Work and Employment Relations
Marital status,causes,Commuting time,causes,0.25,noncausal,AR19HRM,13834,2011,United Kingdom,Work and Employment Relations
Other flexible work,causes,Commuting time,causes,0.03,noncausal,AR19HRM,13834,2011,United Kingdom,Work and Employment Relations
Overtime,hedonic well-being,Commuting time,causes,0.09,node2-->node1,AR19HRM,13834,2011,United Kingdom,Work and Employment Relations
Part-time work,causes,Commuting time,causes,-0.15,noncausal,AR19HRM,13834,2011,United Kingdom,Work and Employment Relations
Temporary work,causes,Commuting time,causes,0,noncausal,AR19HRM,13834,2011,United Kingdom,Work and Employment Relations
Term-time work,causes,Commuting time,causes,-0.08,noncausal,AR19HRM,13834,2011,United Kingdom,Work and Employment Relations
Work from home,causes,Commuting time,causes,0.18,noncausal,AR19HRM,13834,2011,United Kingdom,Work and Employment Relations
Work hours,causes,Commuting time,causes,0.18,noncausal,AR19HRM,13834,2011,United Kingdom,Work and Employment Relations
Annualized Hours,causes,Children,causes,-0.02,noncausal,AR19HRM,13834,2011,United Kingdom,Work and Employment Relations
Compessed Schedule,causes,Children,causes,0,noncausal,AR19HRM,13834,2011,United Kingdom,Work and Employment Relations
Employer centered FWAs,causes,Children,causes,0,noncausal,AR19HRM,13834,2011,United Kingdom,Work and Employment Relations
Emplyee centered FWAs,causes,Children,causes,0.01,noncausal,AR19HRM,13834,2011,United Kingdom,Work and Employment Relations
Flexi-time work,causes,Children,causes,-0.03,noncausal,AR19HRM,13834,2011,United Kingdom,Work and Employment Relations
